,generation,num_pad_units,pad_strength,pad_starting_pos,curvature,scale,result,binary,vertical_result,horizontal_result
0,0.0,0.0,336.0,0.0,0.15852941176470586,0.8580392156862745,308349534.7273972,2345440464.0,68258.86041519685,4517.355444433228
1,0.0,0.0,94.0,-1.0,0.0638235294117647,0.952156862745098,10282921.371628985,918128184.0,3850.0490806545586,2670.854619308062
2,0.0,7.0,170.0,-1.0,-0.08852941176470587,1.1325490196078432,58707790.34666994,1426018927.0,6469.073769039816,9075.146217629816
3,0.0,1.0,259.0,0.0,0.16813725490196074,1.192156862745098,1115874.7526550544,1139534241.0,1260.7332534902703,885.0998016954156
4,0.0,7.0,259.0,1.0,-0.175,1.068235294117647,2980763.3123939442,1275244455.0,2197.206624471842,1356.614930610111
5,0.0,1.0,145.0,1.0,0.09950980392156861,1.168627450980392,1026740603.0297118,2401480537.0,68955.09516714924,14889.988920193084
6,0.0,5.0,81.0,1.0,0.08715686274509804,1.1529411764705881,235107989.19530934,3741288245.0,27299.436302968483,8612.192082872576
7,0.0,3.0,30.0,1.0,-0.007549019607843127,1.0776470588235294,300546436.57275975,3723151123.0,20608.662420782217,14583.50039591518
8,0.0,2.0,30.0,1.0,0.14892156862745098,0.8,1275952129.378573,61866770.0,69355.75198468023,18397.207050114805
9,0.0,0.0,68.0,-1.0,-0.11323529411764705,0.8611764705882353,661687.7978787355,1354014248.0,340.12714747614484,1945.413069167446
10,0.0,1.0,400.0,-1.0,0.09676470588235292,1.1466666666666667,676100.1332012123,2333832953.0,323.2580712123777,2091.5181813264626
11,0.0,2.0,310.0,1.0,0.12696078431372548,1.0447058823529412,2278313213.610865,192050114.0,91966.78196420053,24773.218818265632
12,0.0,6.0,247.0,1.0,-0.06931372549019608,1.0258823529411765,11926647.83647285,221660062.0,5655.160684766324,2108.9847842167314
13,0.0,3.0,119.0,0.0,-0.11735294117647058,0.9552941176470588,214216.48043838033,1621724235.0,431.6921381195571,496.2251139701161
14,0.0,1.0,349.0,0.0,0.0775490196078431,0.8172549019607843,11581363.096960729,2531273945.0,4243.399034206282,2729.2656202263092
15,0.0,1.0,119.0,1.0,-0.12147058823529411,0.8470588235294118,24514893.92569516,3097262921.0,351.4253710746162,69758.46351312537
16,0.0,5.0,349.0,1.0,-0.0926470588235294,1.076078431372549,66677533.23897484,3035808733.0,19237.64774734914,3465.992002487035
17,0.0,6.0,183.0,-1.0,0.07068627450980389,1.1372549019607843,18942741.81050199,516906614.0,2928.199999999938,6469.073769039816
18,0.0,3.0,119.0,0.0,-0.10637254901960784,0.843921568627451,2070137.4853732246,281571659.0,1386.5567117758467,1493.0059966475333
19,0.0,3.0,68.0,0.0,-0.0857843137254902,0.8313725490196079,622618.3239143705,218386731.0,742.1056149003583,838.9888331433374
20,0.0,3.0,157.0,0.0,0.06656862745098038,1.0650980392156861,6994278.655295365,1254270307.0,4062.030647130744,1721.8675246174826
21,0.0,5.0,132.0,1.0,0.08990196078431373,0.8988235294117647,585996780.2911205,3406102357.0,32724.67512373767,17906.878466336642
22,0.0,3.0,349.0,0.0,0.05421568627450979,1.0823529411764705,5085917.294757962,1386140123.0,1138.5961398175803,4466.831668314632
