[12.56s] 	VerticalForce final force:2029.17N
[14.56s] 	VerticalForce final force:2624.55N
[8.99s] 	VerticalForce final force:1177.86N
[9.67s] 	VerticalForce final force:1321.35N
[10.15s] 	VerticalForce final force:1427.63N
[9.65s] 	VerticalForce final force:1317.01N
[9.40s] 	VerticalForce final force:1263.40N
[9.04s] 	VerticalForce final force:1188.13N
[9.13s] 	VerticalForce final force:1206.74N
[9.31s] 	VerticalForce final force:1244.37N
