[25.64s] 	VerticalForce final force:8191.38N
[26.48s] 	VerticalForce final force:8825.12N
[28.22s] 	VerticalForce final force:10263.36N
[26.84s] 	VerticalForce final force:9108.44N
[26.01s] 	VerticalForce final force:8465.89N
[25.69s] 	VerticalForce final force:8228.05N
[25.69s] 	VerticalForce final force:8228.05N
[27.26s] 	VerticalForce final force:9448.19N
[27.70s] 	VerticalForce final force:9815.01N
[26.94s] 	VerticalForce final force:9188.42N
[26.09s] 	VerticalForce final force:8526.19N
