[6.71s] 	VerticalForce final force:752.76N
[8.54s] 	VerticalForce final force:1087.30N
[7.57s] 	VerticalForce final force:903.45N
[7.15s] 	VerticalForce final force:828.46N
[6.37s] 	VerticalForce final force:696.21N
[6.35s] 	VerticalForce final force:692.93N
[6.81s] 	VerticalForce final force:769.71N
[7.38s] 	VerticalForce final force:869.19N
[7.92s] 	VerticalForce final force:968.05N
[6.85s] 	VerticalForce final force:776.53N
