[4.65s] 	VerticalForce final force:429.13N
[6.70s] 	VerticalForce final force:744.33N
[5.80s] 	VerticalForce final force:598.88N
[4.30s] 	VerticalForce final force:380.85N
[5.50s] 	VerticalForce final force:552.91N
[5.55s] 	VerticalForce final force:560.49N
[5.90s] 	VerticalForce final force:614.48N
[5.95s] 	VerticalForce final force:622.33N
[4.20s] 	VerticalForce final force:367.33N
