[30.90s] 	HorizontalForce final force:2985.00N
[25.10s] 	HorizontalForce final force:2405.00N
[49.73s] 	HorizontalForce final force:4872.00N
[52.75s] 	HorizontalForce final force:5174.00N
[32.55s] 	HorizontalForce final force:14695.09N
[31.34s] 	HorizontalForce final force:13321.22N
[32.27s] 	HorizontalForce final force:14367.01N
[32.81s] 	HorizontalForce final force:15005.37N
[31.10s] 	HorizontalForce final force:13061.96N
[34.68s] 	HorizontalForce final force:17405.51N
