[2.85s] 	HorizontalForce final force:180.00N
[3.45s] 	HorizontalForce final force:240.00N
[2.95s] 	HorizontalForce final force:208.46N
[2.95s] 	HorizontalForce final force:208.46N
[2.90s] 	HorizontalForce final force:202.48N
[3.00s] 	HorizontalForce final force:214.46N
[2.95s] 	HorizontalForce final force:208.46N
[3.10s] 	HorizontalForce final force:226.56N
[2.85s] 	HorizontalForce final force:196.52N
[3.00s] 	HorizontalForce final force:214.46N
[3.15s] 	HorizontalForce final force:232.66N
