[14.40s] 	VerticalForce final force:2573.39N
[13.90s] 	VerticalForce final force:2417.59N
[13.88s] 	VerticalForce final force:2411.49N
[14.39s] 	VerticalForce final force:2570.21N
[14.09s] 	VerticalForce final force:2476.07N
[13.69s] 	VerticalForce final force:2353.96N
[13.82s] 	VerticalForce final force:2393.23N
[13.66s] 	VerticalForce final force:2344.96N
[13.87s] 	VerticalForce final force:2408.44N
[14.14s] 	VerticalForce final force:2491.61N
