[19.13s] 	HorizontalForce final force:4386.40N
[18.84s] 	HorizontalForce final force:4255.56N
[18.81s] 	HorizontalForce final force:4242.18N
[18.83s] 	HorizontalForce final force:4251.10N
[19.35s] 	HorizontalForce final force:4487.57N
[19.56s] 	HorizontalForce final force:4585.70N
[19.39s] 	HorizontalForce final force:4506.14N
[19.31s] 	HorizontalForce final force:4469.05N
[19.27s] 	HorizontalForce final force:4450.59N
[9.25s] 	HorizontalForce final force:9035.93N
