[5.45s] 	HorizontalForce final force:440.00N
[26.75s] 	HorizontalForce final force:2570.00N
[6.17s] 	HorizontalForce final force:663.72N
[5.57s] 	HorizontalForce final force:569.62N
[9.71s] 	HorizontalForce final force:1330.04N
[6.63s] 	HorizontalForce final force:739.30N
[13.37s] 	HorizontalForce final force:2259.01N
[7.38s] 	HorizontalForce final force:869.19N
[14.28s] 	HorizontalForce final force:2535.44N
[10.62s] 	HorizontalForce final force:1535.86N
