[7.85s] 	VerticalForce final force:680.00N
[8.45s] 	VerticalForce final force:740.00N
[12.99s] 	VerticalForce final force:1198.00N
[12.85s] 	VerticalForce final force:1184.00N
[11.30s] 	VerticalForce final force:1700.02N
[11.53s] 	VerticalForce final force:1757.63N
[11.38s] 	VerticalForce final force:1719.93N
[11.60s] 	VerticalForce final force:1775.38N
[11.79s] 	VerticalForce final force:1824.06N
[11.32s] 	VerticalForce final force:1704.98N
