[30.20s] 	HorizontalForce final force:2915.00N
[32.85s] 	HorizontalForce final force:3180.00N
[26.40s] 	HorizontalForce final force:8732.26N
[27.65s] 	HorizontalForce final force:9739.06N
[26.55s] 	HorizontalForce final force:8848.45N
[26.85s] 	HorizontalForce final force:9084.55N
[28.05s] 	HorizontalForce final force:10080.33N
[25.85s] 	HorizontalForce final force:8316.61N
[28.15s] 	HorizontalForce final force:10167.15N
[28.65s] 	HorizontalForce final force:10610.45N
