[21.25s] 	HorizontalForce final force:2020.00N
[20.05s] 	HorizontalForce final force:1900.00N
[5.50s] 	HorizontalForce final force:552.91N
[4.25s] 	HorizontalForce final force:374.07N
[23.90s] 	HorizontalForce final force:6967.25N
[14.30s] 	HorizontalForce final force:2529.15N
[6.60s] 	HorizontalForce final force:727.60N
[13.70s] 	HorizontalForce final force:2344.96N
[12.70s] 	HorizontalForce final force:2056.75N
[12.80s] 	HorizontalForce final force:2084.55N
