[10.75s] 	HorizontalForce final force:970.00N
[21.00s] 	HorizontalForce final force:1995.00N
[8.75s] 	HorizontalForce final force:1121.11N
[13.10s] 	HorizontalForce final force:2169.29N
[12.75s] 	HorizontalForce final force:2070.62N
[12.65s] 	HorizontalForce final force:2042.93N
[10.90s] 	HorizontalForce final force:1592.76N
[13.25s] 	HorizontalForce final force:2212.43N
[16.10s] 	HorizontalForce final force:3136.43N
[12.75s] 	HorizontalForce final force:2070.62N
