[92.30s] 	HorizontalForce final force:9125.00N
[84.75s] 	HorizontalForce final force:8370.00N
[42.26s] 	HorizontalForce final force:4125.00N
[40.15s] 	HorizontalForce final force:3914.00N
[17.51s] 	HorizontalForce final force:3690.69N
[17.23s] 	HorizontalForce final force:3578.83N
[18.71s] 	HorizontalForce final force:4197.82N
[18.47s] 	HorizontalForce final force:4092.70N
[16.24s] 	HorizontalForce final force:3201.94N
