[9.05s] 	VerticalForce final force:800.00N
[11.50s] 	VerticalForce final force:1045.00N
[9.53s] 	VerticalForce final force:852.00N
[7.59s] 	VerticalForce final force:907.09N
[6.53s] 	VerticalForce final force:722.61N
[6.85s] 	VerticalForce final force:776.53N
[8.03s] 	VerticalForce final force:988.75N
[7.26s] 	VerticalForce final force:847.84N
[7.81s] 	VerticalForce final force:947.54N
[7.83s] 	VerticalForce final force:951.25N
