[4.20s] 	VerticalForce final force:315.00N
[4.30s] 	VerticalForce final force:380.85N
[4.40s] 	VerticalForce final force:394.48N
[4.50s] 	VerticalForce final force:408.25N
[3.70s] 	VerticalForce final force:301.58N
[4.25s] 	VerticalForce final force:374.07N
[5.65s] 	VerticalForce final force:575.74N
[3.60s] 	VerticalForce final force:288.78N
[4.70s] 	VerticalForce final force:436.15N
