[20.10s] 	VerticalForce final force:1905.00N
[13.00s] 	VerticalForce final force:1195.00N
[49.77s] 	VerticalForce final force:4876.00N
[30.06s] 	VerticalForce final force:11986.58N
[33.22s] 	VerticalForce final force:15505.94N
[31.89s] 	VerticalForce final force:13931.66N
[33.24s] 	VerticalForce final force:15530.71N
[34.27s] 	VerticalForce final force:16853.04N
[32.86s] 	VerticalForce final force:15065.68N
[34.27s] 	VerticalForce final force:16853.04N
