[4.30s] 	VerticalForce final force:325.00N
[3.85s] 	VerticalForce final force:280.00N
[7.30s] 	VerticalForce final force:847.84N
[4.90s] 	VerticalForce final force:464.56N
[5.00s] 	VerticalForce final force:478.96N
[5.60s] 	VerticalForce final force:568.10N
[4.55s] 	VerticalForce final force:415.17N
[4.40s] 	VerticalForce final force:394.48N
[7.10s] 	VerticalForce final force:812.74N
[3.30s] 	VerticalForce final force:251.11N
