[7.71s] 	VerticalForce final force:929.06N
[7.62s] 	VerticalForce final force:912.56N
[7.22s] 	VerticalForce final force:840.77N
[7.31s] 	VerticalForce final force:856.71N
[7.33s] 	VerticalForce final force:860.27N
[7.31s] 	VerticalForce final force:856.71N
[7.39s] 	VerticalForce final force:870.98N
[7.47s] 	VerticalForce final force:885.35N
[7.33s] 	VerticalForce final force:860.27N
[6.60s] 	VerticalForce final force:734.28N
