[6.55s] 	VerticalForce final force:550.00N
[10.85s] 	VerticalForce final force:980.00N
[7.10s] 	VerticalForce final force:609.00N
[8.92s] 	VerticalForce final force:791.00N
[7.26s] 	VerticalForce final force:847.84N
[8.15s] 	VerticalForce final force:1011.56N
[6.95s] 	VerticalForce final force:793.69N
[6.92s] 	VerticalForce final force:788.53N
[7.69s] 	VerticalForce final force:925.38N
[7.26s] 	VerticalForce final force:847.84N
