[13.80s] 	HorizontalForce final force:1275.00N
[12.60s] 	HorizontalForce final force:2029.17N
[12.65s] 	HorizontalForce final force:2042.93N
[12.50s] 	HorizontalForce final force:2001.81N
[18.45s] 	HorizontalForce final force:4066.71N
[9.45s] 	HorizontalForce final force:1265.52N
[12.65s] 	HorizontalForce final force:2042.93N
[12.55s] 	HorizontalForce final force:2015.46N
[12.70s] 	HorizontalForce final force:2056.75N
[3.50s] 	HorizontalForce final force:276.11N
