[4.55s] 	VerticalForce final force:350.00N
[4.30s] 	VerticalForce final force:325.00N
[3.85s] 	VerticalForce final force:320.99N
[4.55s] 	VerticalForce final force:415.17N
[4.90s] 	VerticalForce final force:464.56N
[5.00s] 	VerticalForce final force:478.96N
[3.30s] 	VerticalForce final force:251.11N
[4.60s] 	VerticalForce final force:422.13N
[6.55s] 	VerticalForce final force:719.29N
