[5.80s] 	VerticalForce final force:598.88N
[4.15s] 	VerticalForce final force:360.62N
[5.75s] 	VerticalForce final force:591.14N
[5.70s] 	VerticalForce final force:583.42N
[3.60s] 	VerticalForce final force:288.78N
[5.20s] 	VerticalForce final force:508.14N
[6.85s] 	VerticalForce final force:769.71N
[5.20s] 	VerticalForce final force:508.14N
[6.20s] 	VerticalForce final force:662.11N
