[19.60s] 	HorizontalForce final force:1855.00N
[18.20s] 	HorizontalForce final force:1715.00N
[9.40s] 	HorizontalForce final force:839.00N
[6.67s] 	HorizontalForce final force:746.02N
[5.23s] 	HorizontalForce final force:518.48N
[7.46s] 	HorizontalForce final force:883.55N
[11.04s] 	HorizontalForce final force:1636.17N
[3.99s] 	HorizontalForce final force:344.64N
[14.45s] 	HorizontalForce final force:2589.31N
