[15.95s] 	VerticalForce final force:1490.00N
[7.70s] 	VerticalForce final force:665.00N
[9.00s] 	VerticalForce final force:795.00N
[12.46s] 	VerticalForce final force:1145.00N
[8.69s] 	VerticalForce final force:1117.11N
[6.43s] 	VerticalForce final force:706.07N
[8.65s] 	VerticalForce final force:1109.12N
[7.34s] 	VerticalForce final force:862.05N
[8.18s] 	VerticalForce final force:1017.29N
