[21.34s] 	HorizontalForce final force:5481.71N
[19.92s] 	HorizontalForce final force:4757.53N
[19.81s] 	HorizontalForce final force:4704.53N
[20.02s] 	HorizontalForce final force:4806.08N
[20.15s] 	HorizontalForce final force:4869.73N
[20.62s] 	HorizontalForce final force:5105.05N
[20.16s] 	HorizontalForce final force:4874.65N
[19.43s] 	HorizontalForce final force:4524.77N
[20.22s] 	HorizontalForce final force:4904.26N
