[14.15s] 	HorizontalForce final force:1310.00N
[18.35s] 	HorizontalForce final force:1730.00N
[5.88s] 	HorizontalForce final force:487.00N
[3.99s] 	HorizontalForce final force:344.64N
[5.63s] 	HorizontalForce final force:578.81N
[10.60s] 	HorizontalForce final force:1531.17N
[10.22s] 	HorizontalForce final force:1443.49N
[7.79s] 	HorizontalForce final force:943.83N
[6.83s] 	HorizontalForce final force:773.12N
[5.23s] 	HorizontalForce final force:518.48N
