[7.38s] 	HorizontalForce final force:869.19N
[7.34s] 	HorizontalForce final force:862.05N
[12.69s] 	HorizontalForce final force:2065.07N
[6.17s] 	HorizontalForce final force:663.72N
[7.48s] 	HorizontalForce final force:887.15N
[10.60s] 	HorizontalForce final force:1531.17N
[10.22s] 	HorizontalForce final force:1443.49N
[10.46s] 	HorizontalForce final force:1498.55N
[11.25s] 	HorizontalForce final force:1687.63N
[7.48s] 	HorizontalForce final force:887.15N
