[12.35s] 	HorizontalForce final force:1130.00N
[20.90s] 	HorizontalForce final force:1985.00N
[12.85s] 	HorizontalForce final force:2098.53N
[10.50s] 	HorizontalForce final force:1498.55N
[13.80s] 	HorizontalForce final force:2375.06N
[6.95s] 	HorizontalForce final force:786.81N
[12.70s] 	HorizontalForce final force:2056.75N
[13.55s] 	HorizontalForce final force:2300.26N
[9.75s] 	HorizontalForce final force:1330.04N
[7.70s] 	HorizontalForce final force:919.88N
