[13.35s] 	VerticalForce final force:2253.16N
[13.24s] 	VerticalForce final force:2221.12N
[13.62s] 	VerticalForce final force:2332.99N
[12.21s] 	VerticalForce final force:1934.36N
[12.49s] 	VerticalForce final force:2010.00N
[12.47s] 	VerticalForce final force:2004.54N
[13.37s] 	VerticalForce final force:2259.01N
[13.27s] 	VerticalForce final force:2229.83N
[13.62s] 	VerticalForce final force:2332.99N
[13.77s] 	VerticalForce final force:2378.08N
