[6.44s] 	VerticalForce final force:707.71N
[6.50s] 	VerticalForce final force:717.63N
[6.86s] 	VerticalForce final force:778.24N
[6.50s] 	VerticalForce final force:717.63N
[6.64s] 	VerticalForce final force:740.98N
[5.00s] 	VerticalForce final force:484.75N
[6.26s] 	VerticalForce final force:678.27N
[6.12s] 	VerticalForce final force:655.69N
[6.16s] 	VerticalForce final force:662.11N
[4.35s] 	VerticalForce final force:393.11N
