[6.90s] 	HorizontalForce final force:785.09N
[13.27s] 	HorizontalForce final force:2229.83N
[7.73s] 	HorizontalForce final force:932.74N
[9.04s] 	HorizontalForce final force:1188.13N
[8.94s] 	HorizontalForce final force:1167.63N
[7.28s] 	HorizontalForce final force:851.38N
[9.05s] 	HorizontalForce final force:1190.19N
[9.62s] 	HorizontalForce final force:1310.52N
[6.37s] 	HorizontalForce final force:696.21N
