[4.02s] 	HorizontalForce final force:301.00N
[3.57s] 	HorizontalForce final force:256.00N
[3.62s] 	HorizontalForce final force:296.45N
[3.61s] 	HorizontalForce final force:295.17N
[3.54s] 	HorizontalForce final force:286.24N
[3.40s] 	HorizontalForce final force:268.56N
[3.70s] 	HorizontalForce final force:306.73N
[3.60s] 	HorizontalForce final force:293.89N
[3.59s] 	HorizontalForce final force:292.61N
[3.47s] 	HorizontalForce final force:277.37N
[3.49s] 	HorizontalForce final force:279.90N
[3.70s] 	HorizontalForce final force:306.73N
[3.70s] 	HorizontalForce final force:306.73N
[3.48s] 	HorizontalForce final force:278.63N
[3.70s] 	HorizontalForce final force:306.73N
[3.70s] 	HorizontalForce final force:306.73N
[3.57s] 	HorizontalForce final force:290.06N
[3.57s] 	HorizontalForce final force:290.06N
[3.70s] 	HorizontalForce final force:306.73N
[3.58s] 	HorizontalForce final force:291.33N
[3.61s] 	HorizontalForce final force:295.17N
[3.42s] 	HorizontalForce final force:271.07N
[3.64s] 	HorizontalForce final force:299.01N
