[16.40s] 	HorizontalForce final force:3260.93N
[16.73s] 	HorizontalForce final force:3384.92N
[16.30s] 	HorizontalForce final force:3223.98N
[16.70s] 	HorizontalForce final force:3373.52N
[15.77s] 	HorizontalForce final force:3032.78N
[16.06s] 	HorizontalForce final force:3136.43N
[16.44s] 	HorizontalForce final force:3275.80N
[16.97s] 	HorizontalForce final force:3477.08N
[16.12s] 	HorizontalForce final force:3158.16N
