[18.25s] 	HorizontalForce final force:3997.98N
[18.78s] 	HorizontalForce final force:4228.84N
[18.35s] 	HorizontalForce final force:4040.84N
[17.63s] 	HorizontalForce final force:3739.36N
[18.43s] 	HorizontalForce final force:4075.36N
[17.75s] 	HorizontalForce final force:3788.47N
[18.33s] 	HorizontalForce final force:4032.24N
[18.33s] 	HorizontalForce final force:4032.24N
[17.87s] 	HorizontalForce final force:3838.04N
[18.68s] 	HorizontalForce final force:4184.58N
[18.33s] 	HorizontalForce final force:4032.24N
[17.97s] 	HorizontalForce final force:3879.68N
[18.42s] 	HorizontalForce final force:4071.03N
[18.09s] 	HorizontalForce final force:3930.08N
[17.85s] 	HorizontalForce final force:3829.75N
[18.32s] 	HorizontalForce final force:4027.95N
[18.41s] 	HorizontalForce final force:4066.71N
[17.63s] 	HorizontalForce final force:3739.36N
[18.00s] 	HorizontalForce final force:3892.24N
[18.10s] 	HorizontalForce final force:3934.30N
[18.46s] 	HorizontalForce final force:4088.36N
[17.97s] 	HorizontalForce final force:3879.68N
[17.91s] 	HorizontalForce final force:3854.66N
[18.77s] 	HorizontalForce final force:4224.40N
[18.12s] 	HorizontalForce final force:3942.75N
[18.51s] 	HorizontalForce final force:4110.08N
[18.34s] 	HorizontalForce final force:4036.54N
[18.12s] 	HorizontalForce final force:3942.75N
[18.94s] 	HorizontalForce final force:4300.36N
[17.87s] 	HorizontalForce final force:3838.04N
[18.19s] 	HorizontalForce final force:3972.42N
[18.09s] 	HorizontalForce final force:3930.08N
