[30.11s] 	HorizontalForce final force:12036.54N
[29.59s] 	HorizontalForce final force:11525.30N
[29.64s] 	HorizontalForce final force:11573.67N
[28.93s] 	HorizontalForce final force:10902.36N
[28.96s] 	HorizontalForce final force:10930.06N
[28.90s] 	HorizontalForce final force:10874.72N
[28.42s] 	HorizontalForce final force:10440.17N
[28.18s] 	HorizontalForce final force:10228.29N
[28.26s] 	HorizontalForce final force:10298.52N
[29.20s] 	HorizontalForce final force:11153.76N
[28.80s] 	HorizontalForce final force:10782.99N
[28.21s] 	HorizontalForce final force:10254.58N
[28.40s] 	HorizontalForce final force:10422.38N
[29.61s] 	HorizontalForce final force:11544.63N
[30.14s] 	HorizontalForce final force:12066.60N
[28.41s] 	HorizontalForce final force:10431.27N
