[21.25s] 	HorizontalForce final force:5433.53N
[21.58s] 	HorizontalForce final force:5611.75N
[20.97s] 	HorizontalForce final force:5285.66N
[20.87s] 	HorizontalForce final force:5233.58N
[21.44s] 	HorizontalForce final force:5535.61N
[20.59s] 	HorizontalForce final force:5089.78N
[21.10s] 	HorizontalForce final force:5353.93N
[21.41s] 	HorizontalForce final force:5519.40N
[22.25s] 	HorizontalForce final force:5987.08N
